cost,travel_time,tardiness,over_time,is_valid,scenario_id,random_seed,repetition,comp_time,num_vehicles,num_orders,num_accepted_orders,num_reauctions,num_unsuc_reauctions,num_failed_reauctions,pickup_tardiness,delivery_tardiness,travel_distance,moved_vehicles,num_delivered_orders
17037.8703666667,16386.6621833333,651.2081833333,0,true,DEFAULT-,5.51947049998474E+018,0,3789508,626,1120,1120,0,0,0,325.6035333333,325.60465,4529.7132814178,611,1120
17089.1691166667,16387.0428166667,702.1263,0,true,DEFAULT-,-5.70648509535936E+017,0,3846107,626,1120,1120,0,0,0,351.0626333333,351.0636666667,4533.7384856147,610,1120
17041.8615333333,16373.8613166667,646.8669,21.1333166667,true,DEFAULT-,-5.8140322747927E+018,0,3666619,626,1120,1120,0,0,0,323.4328666667,323.4340333333,4527.7650983307,611,1120
17434.0298166667,16636.4625166667,797.5673,0,true,DEFAULT-,5.51947049998474E+018,0,3980259,625,1119,1119,0,0,0,398.7823333333,398.7849666667,4658.4461517703,618,1119
17168.2345333333,16528.3395166667,639.8950166667,0,true,DEFAULT-,-5.70648509535936E+017,0,4051410,625,1119,1119,0,0,0,319.9465833333,319.9484333333,4618.117698427,618,1119
17072.1787666667,16451.3463833333,620.8323833333,0,true,DEFAULT-,-5.8140322747927E+018,0,3931198,625,1119,1119,0,0,0,310.4153666667,310.4170166667,4606.1328261133,619,1119
17499.2956,16714.8662,784.4294,0,true,DEFAULT-,5.51947049998474E+018,0,3974978,625,1119,1119,0,0,0,392.2138333333,392.2155666667,4669.4782714023,613,1119
17217.3935833333,16623.2481666667,594.1454166667,0,true,DEFAULT-,-5.70648509535936E+017,0,3921560,625,1119,1119,0,0,0,297.0716166667,297.0738,4638.5106079178,615,1119
17422.3665666667,16720.0779833333,702.2885833333,0,true,DEFAULT-,-5.8140322747927E+018,0,4019467,625,1119,1119,0,0,0,351.1432833333,351.1453,4658.4901806039,611,1119
,,,,,,,,,,,,,,,,,,,
17220.2666537037,16535.7674537037,682.1510537037,2.3481462963,0,0,-2.88403428114633E+017,0,3909011.77777778,625.3333333333,1119.3333333333,1119.3333333333,0,0,0,341.0746722222,341.0763814815,4604.4880668442,614,1119.3333333333
