problem-class,instance,config,random-seed,repetition,rt-tick-infos,avg-interarrival-time,rt-count,st-count
DEFAULT,,MAS_Ridesharing_aFilter=10_TW=300000,5519470499984739720,0,4384,249997960,4883,22232
