cost,travel_time,tardiness,over_time,is_valid,scenario_id,random_seed,repetition,comp_time,num_vehicles,num_orders,num_accepted_orders,num_reauctions,num_unsuc_reauctions,num_failed_reauctions,pickup_tardiness,delivery_tardiness,travel_distance,moved_vehicles,num_delivered_orders
20181.28195,18422.4516,1756.1845333333,2.6458166667,true,DEFAULT-,5.51947049998474E+018,0,4322201,626,1120,1120,0,0,0,1111.3794166667,644.8051166667,4973.5618081995,624,1120
19802.97735,18213.5477833333,1589.4295666667,0,true,DEFAULT-,-5.70648509535936E+017,0,4193517,626,1120,1120,0,0,0,1038.5033833333,550.9261833333,4912.1793587519,622,1120
20259.3371,18526.5021833333,1730.0641,2.7708166667,true,DEFAULT-,-5.8140322747927E+018,0,4159077,626,1120,1120,0,0,0,1156.7964833333,573.2676166667,4983.9278982948,625,1120
20012.8904166667,18497.4859666667,1515.40445,0,true,DEFAULT-,5.51947049998474E+018,0,4275359,625,1119,1119,0,0,0,973.6573166667,541.7471333333,5000.1473630021,624,1119
19849.3821833333,18371.6635,1477.7186833333,0,true,DEFAULT-,-5.70648509535936E+017,0,4105936,625,1119,1119,0,0,0,1017.25345,460.4652333333,4979.8431402642,623,1119
19432.95995,18065.42965,1367.5303,0,true,DEFAULT-,-5.8140322747927E+018,0,3973897,625,1119,1119,0,0,0,902.3611166667,465.1691833333,4917.9352610114,624,1119
21020.3339333333,19029.434,1990.8999333333,0,true,DEFAULT-,5.51947049998474E+018,0,4088870,625,1119,1119,0,0,0,1353.9845,636.9154333333,5134.4300562067,621,1119
20911.9997666667,18878.3958833333,2013.7955833333,19.8083,true,DEFAULT-,-5.70648509535936E+017,0,3988915,625,1119,1119,0,0,0,1277.9695833333,735.826,5091.4576848231,621,1119
20381.26725,18627.9172333333,1753.3500166667,0,true,DEFAULT-,-5.8140322747927E+018,0,4177538,625,1119,1119,0,0,0,1114.7053,638.6447166667,5038.7379649418,621,1119
,,,,,,,,,,,,,,,,,,,
20205.8255444444,18514.7586444444,1688.2641296296,2.8027703704,0,0,-2.88403428114633E+017,0,4142812.22222222,625.3333333333,1119.3333333333,1119.3333333333,0,0,0,1105.17895,583.0851796296,5003.5800594995,622.7777777778,1119.3333333333
