cost,travel_time,tardiness,over_time,is_valid,scenario_id,random_seed,repetition,comp_time,num_vehicles,num_orders,num_accepted_orders,num_reauctions,num_unsuc_reauctions,num_failed_reauctions,pickup_tardiness,delivery_tardiness,travel_distance,moved_vehicles,num_delivered_orders
45242.39865,36049.311466666666,9193.087183333333,0.0,true,DEFAULT-,5519470499984739720,0,3589805,1251,2240,2240,103,10,1,4596.5407,4596.5464833333335,10089.615566906017,1097,2240
45399.54385,36141.566333333336,9236.7192,21.258316666666666,true,DEFAULT-,-570648509535936272,0,3583979,1251,2240,2240,104,15,1,4618.356566666666,4618.362633333333,10148.6873868114,1111,2240
51885.31865,38216.96333333333,13668.355316666666,0.0,true,DEFAULT-,-5814032274792701469,0,7288645,1251,2240,2240,183,24,4,6804.812383333333,6863.542933333333,10710.531487996926,1099,2240
46069.41483333333,36583.709266666665,9485.705566666667,0.0,true,DEFAULT-,-570648509535936272,0,3588225,1251,2239,2239,117,12,3,4742.849366666666,4742.8562,10212.710508171564,1089,2239
46325.761783333335,36588.83305,9736.928733333334,0.0,true,DEFAULT-,-5814032274792701469,0,3602149,1251,2239,2239,117,9,2,4868.4613,4868.467433333333,10227.129758158877,1092,2239
