cost,travel_time,tardiness,over_time,is_valid,scenario_id,random_seed,repetition,comp_time,num_vehicles,num_orders,num_accepted_orders,num_reauctions,num_unsuc_reauctions,num_failed_reauctions,pickup_tardiness,delivery_tardiness,travel_distance,moved_vehicles,num_delivered_orders
7856.57355,7588.0268666667,262.1800333333,6.36665,true,DEFAULT-,5.51947049998474E+018,0,683384,313,560,560,6,0,0,131.0896833333,131.09035,2114.3671435017,279,560
7856.57355,7588.0268666667,262.1800333333,6.36665,true,DEFAULT-,-5.70648509535936E+017,0,683068,313,560,560,6,0,0,131.0896833333,131.09035,2114.3671435017,280,560
7856.57355,7588.0268666667,262.1800333333,6.36665,true,DEFAULT-,-5.8140322747927E+018,0,682151,313,560,560,6,0,0,131.0896833333,131.09035,2114.3671435017,279,560
7961.19485,7687.6692666667,273.5255833333,0,true,DEFAULT-,5.51947049998474E+018,0,694077,312,559,559,5,1,0,136.7625,136.7630833333,2163.4255620012,277,559
7979.2759333333,7694.3763666667,284.8995666667,0,true,DEFAULT-,-5.70648509535936E+017,0,694372,312,559,559,6,1,0,142.4495166667,142.45005,2164.7646620011,278,559
7979.1759333333,7694.3763666667,284.7995666667,0,true,DEFAULT-,-5.8140322747927E+018,0,691568,312,559,559,6,1,0,142.3995166667,142.40005,2164.7646620011,277,559
8094.0613166667,7835.5368666667,251.8661333333,6.6583166667,true,DEFAULT-,5.51947049998474E+018,0,666970,312,559,559,5,0,0,125.9325166667,125.9336166667,2191.9602019982,275,559
8094.0529833333,7835.5368666667,251.8578,6.6583166667,true,DEFAULT-,-5.70648509535936E+017,0,667075,312,559,559,5,0,0,125.92835,125.92945,2191.9602019982,276,559
8094.0279833333,7835.5368666667,251.8328,6.6583166667,true,DEFAULT-,-5.8140322747927E+018,0,666804,312,559,559,5,0,0,125.91585,125.91695,2191.9602019982,277,559
,,,,,,,,,,,,,,,,,,,
7974.6121833333,7705.2348,265.0357277778,4.3416555556,0,0,-2.88403428114633E+017,0,681052.111111111,312.3333333333,559.3333333333,559.3333333333,5.5555555556,0.3333333333,0,132.5174777778,132.51825,2156.8818802781,277.5555555556,559.3333333333
