cost,travel_time,tardiness,over_time,is_valid,scenario_id,random_seed,repetition,comp_time,num_vehicles,num_orders,num_accepted_orders,num_reauctions,num_unsuc_reauctions,num_failed_reauctions,pickup_tardiness,delivery_tardiness,travel_distance,moved_vehicles,num_delivered_orders
7852.8355833333,7588.0268666667,258.4670666667,6.34165,true,DEFAULT-,5.51947049998474E+018,0,461422,313,560,560,6,0,0,129.2332,129.2338666667,2114.3671435017,278,560
7852.8439166667,7588.0268666667,258.4754,6.34165,true,DEFAULT-,-5.70648509535936E+017,0,461668,313,560,560,6,0,0,129.2373666667,129.2380333333,2114.3671435017,279,560
7852.8189166667,7588.0268666667,258.4504,6.34165,true,DEFAULT-,-5.8140322747927E+018,0,460737,313,560,560,6,0,0,129.2248666667,129.2255333333,2114.3671435017,278,560
7889.79135,7679.7481,210.04325,0,true,DEFAULT-,5.51947049998474E+018,0,463692,312,559,559,5,0,0,105.0213333333,105.0219166667,2159.8788140011,277,559
7889.7906166667,7679.7481,210.0425166667,0,true,DEFAULT-,-5.70648509535936E+017,0,464738,312,559,559,5,0,0,105.0209666667,105.02155,2159.8788140011,280,559
7889.7822833333,7679.7481,210.0341833333,0,true,DEFAULT-,-5.8140322747927E+018,0,465039,312,559,559,5,0,0,105.0168,105.0173833333,2159.8788140011,278,559
8095.8069166667,7840.21565,248.9371166667,6.65415,true,DEFAULT-,5.51947049998474E+018,0,457633,312,559,559,5,0,0,124.468,124.4691166667,2193.1197519982,275,559
8095.8235833333,7840.21565,248.9537833333,6.65415,true,DEFAULT-,-5.70648509535936E+017,0,460276,312,559,559,5,0,0,124.4763333333,124.47745,2193.1197519982,276,559
8095.7985833333,7840.21565,248.9287833333,6.65415,true,DEFAULT-,-5.8140322747927E+018,0,460964,312,559,559,5,0,0,124.4638333333,124.46495,2193.1197519982,277,559
,,,,,,,,,,,,,,,,,,,
7946.1435277778,7702.6635388889,239.1480555556,4.3319333333,0,0,-2.88403428114633E+017,0,461796.555555556,312.3333333333,559.3333333333,559.3333333333,5.3333333333,0,0,119.5736333333,119.5744222222,2155.7885698337,277.5555555556,559.3333333333
