problem-class,instance,config,random-seed,repetition,rt-tick-infos,avg-interarrival-time,rt-count,st-count
DEFAULT,,MAS_Ridesharing,5519470499984739720,0,6342,250002616,6586,14880
DEFAULT,,MAS_Ridesharing,-570648509535936272,0,6350,250004412,6593,14873
DEFAULT,,MAS_Ridesharing,-5814032274792701469,0,6233,250002778,6477,14988
