problem-class,instance,config,random-seed,repetition,rt-tick-infos,avg-interarrival-time,rt-count,st-count
DEFAULT,,Central_Ridesharing_aFilter=20_bFilter=-1,5519470499984739720,0,15044,250000036,15050,6944
DEFAULT,,Central_Ridesharing_aFilter=20_bFilter=-1,-570648509535936272,0,15011,250000041,15018,7179
DEFAULT,,Central_Ridesharing_aFilter=20_bFilter=-1,-5814032274792701469,0,14701,250000045,14708,7394
