cost,travel_time,tardiness,over_time,is_valid,scenario_id,random_seed,repetition,comp_time,num_vehicles,num_orders,num_accepted_orders,num_reauctions,num_unsuc_reauctions,num_failed_reauctions,pickup_tardiness,delivery_tardiness,travel_distance,moved_vehicles,num_delivered_orders
33434.5452833333,30821.2287833333,2613.3165,0,true,DEFAULT-,5.51947049998474E+018,0,2538919,1251,2240,2240,30,9,0,1306.65665,1306.65985,8649.3006909759,1114,2240
33429.10925,30805.2113333333,2621.8271,2.0708166667,true,DEFAULT-,-5.70648509535936E+017,0,2534806,1251,2240,2240,27,9,0,1310.9118833333,1310.9152166667,8649.0528699732,1119,2240
33394.625,30811.3996,2583.2254,0,true,DEFAULT-,-5.8140322747927E+018,0,2546048,1251,2240,2240,25,7,0,1291.6110833333,1291.6143166667,8652.2668919732,1109,2240
33980.4218333333,31173.1247,2798.82215,8.4749833333,true,DEFAULT-,5.51947049998474E+018,0,2563712,1251,2239,2239,29,5,1,1399.4089333333,1399.4132166667,8705.676463059,1122,2239
34018.4517,31200.768,2803.19205,14.49165,true,DEFAULT-,-5.70648509535936E+017,0,2565564,1251,2239,2239,33,6,1,1401.5938333333,1401.5982166667,8710.6979960605,1128,2239
34231.1372833333,31255.0160833333,2976.1212,0,true,DEFAULT-,-5.8140322747927E+018,0,2569233,1251,2239,2239,35,7,2,1488.0583,1488.0629,8721.2482270612,1120,2239
34033.9786333333,31405.3481333333,2628.6305,0,true,DEFAULT-,5.51947049998474E+018,0,2495374,1251,2239,2239,29,2,1,1301.0637,1327.5668,8882.7921494973,1097,2239
33792.9738,31348.8759,2444.0979,0,true,DEFAULT-,-5.70648509535936E+017,0,2486116,1251,2239,2239,29,1,0,1222.04715,1222.05075,8870.9397954039,1090,2239
33774.0197333333,31332.5505833333,2441.46915,0,true,DEFAULT-,-5.8140322747927E+018,0,2493187,1251,2239,2239,33,3,0,1220.7326666667,1220.7364833333,8863.3934324955,1092,2239
,,,,,,,,,,,,,,,,,,,
33787.6958351852,31128.1692351852,2656.7446611111,2.7819388889,0,0,-2.88403428114633E+017,0,2532551,1251,2239.3333333333,2239.3333333333,30,5.4444444444,0.5555555556,1326.8982444445,1329.8464166667,8745.0409462777,1110.1111111111,2239.3333333333
