problem-class,instance,config,random-seed,repetition,rt-tick-infos,avg-interarrival-time,rt-count,st-count
DEFAULT,,MAS_noRidesharing_aFilter=5_TW=180000,5519470499984739720,0,9884,250001230,10401,14016
DEFAULT,,MAS_noRidesharing_aFilter=5_TW=180000,-570648509535936272,0,9870,250002741,10393,14024
DEFAULT,,MAS_noRidesharing_aFilter=5_TW=180000,-5814032274792701469,0,9914,250003025,10432,13986
DEFAULT,,MAS_noRidesharing_aFilter=5_TW=180000,5519470499984739720,0,9957,250003202,10483,16324
DEFAULT,,MAS_noRidesharing_aFilter=5_TW=180000,-570648509535936272,0,10002,250003035,10520,13268
DEFAULT,,MAS_noRidesharing_aFilter=5_TW=180000,-5814032274792701469,0,10014,250003072,10534,13255
DEFAULT,,MAS_noRidesharing_aFilter=5_TW=180000,5519470499984739720,0,9711,250003324,10260,13144
DEFAULT,,MAS_noRidesharing_aFilter=5_TW=180000,-570648509535936272,0,9678,250003617,10234,12760
DEFAULT,,MAS_noRidesharing_aFilter=5_TW=180000,-5814032274792701469,0,9688,250003731,10243,14151
