problem-class,instance,config,random-seed,repetition,rt-tick-infos,avg-interarrival-time,rt-count,st-count
DEFAULT,,Central_noRidesharing_aFilter=2_0.1_0.05_TW=5,5519470499984739720,0,29506,249999997,29507,8280
