cost,travel_time,tardiness,over_time,is_valid,scenario_id,random_seed,repetition,comp_time,num_vehicles,num_orders,num_accepted_orders,num_reauctions,num_unsuc_reauctions,num_failed_reauctions,pickup_tardiness,delivery_tardiness,travel_distance,moved_vehicles,num_delivered_orders
24523.6364,24277.0544666667,224.8902833333,21.69165,true,DEFAULT-,5.51947049998474E+018,0,2738326,1251,2240,2240,245,149,1,143.4648833333,81.4254,6620.5283308456,951,2240
24780.1491666667,24456.3169833333,310.3863666667,13.4458166667,true,DEFAULT-,-5.70648509535936E+017,0,2723642,1251,2240,2240,232,131,3,171.9705166667,138.41585,6667.9039079879,939,2240
24784.3438333333,24406.0785,363.2070166667,15.0583166667,true,DEFAULT-,-5.8140322747927E+018,0,2752141,1251,2240,2240,270,163,3,207.1326333333,156.0743833333,6659.9146869911,945,2240
24750.09025,24550.6135833333,199.4766666667,0,true,DEFAULT-,5.51947049998474E+018,0,2796994,1251,2239,2239,262,167,1,130.8688666667,68.6078,6627.8619341616,944,2239
25092.6996166667,24631.2788666667,453.1499333333,8.2708166667,true,DEFAULT-,-5.70648509535936E+017,0,2790753,1251,2239,2239,244,147,4,218.5296166667,234.6203166667,6660.8433746614,949,2239
25181.7632,24773.99095,407.77225,0,true,DEFAULT-,-5.8140322747927E+018,0,2776960,1251,2239,2239,229,139,3,191.40875,216.3635,6697.9203116562,965,2239
24996.6463833333,24665.3803666667,328.7785333333,2.4874833333,true,DEFAULT-,5.51947049998474E+018,0,2707737,1251,2239,2239,252,166,1,184.5038833333,144.27465,6746.103442489,945,2239
25287.3512833333,24875.6607166667,411.6905666667,0,true,DEFAULT-,-5.70648509535936E+017,0,2692384,1251,2239,2239,224,138,2,228.8343333333,182.8562333333,6813.6561534867,938,2239
25186.3994666667,24803.0864333333,380.82555,2.4874833333,true,DEFAULT-,-5.8140322747927E+018,0,2680691,1251,2239,2239,228,136,4,197.3092833333,183.5162666667,6809.7230523025,938,2239
,,,,,,,,,,,,,,,,,,,
24953.6755111111,24604.3845407407,342.2419074074,7.049062963,0,0,-2.88403428114633E+017,0,2739958.66666667,1251,2239.3333333333,2239.3333333333,242.8888888889,148.4444444444,2.4444444444,186.0025296296,156.2393777778,6700.4950216202,946,2239.3333333333
