cost,travel_time,tardiness,over_time,is_valid,scenario_id,random_seed,repetition,comp_time,num_vehicles,num_orders,num_accepted_orders,num_reauctions,num_unsuc_reauctions,num_failed_reauctions,pickup_tardiness,delivery_tardiness,travel_distance,moved_vehicles,num_delivered_orders
8690.4773,8213.5393166667,476.9379833333,0,true,DEFAULT-,5.51947049998474E+018,0,3746136,313,560,560,0,0,0,238.4686,238.4693833333,2273.3764917723,304,560
8661.9213833333,8229.8519833333,432.0694,0,true,DEFAULT-,-5.70648509535936E+017,0,3790801,313,560,560,0,0,0,216.0342,216.0352,2266.4488240389,304,560
8664.9086,8216.1403,448.7683,0,true,DEFAULT-,-5.8140322747927E+018,0,3767974,313,560,560,0,0,0,224.3836166667,224.3846833333,2265.0153870452,304,560
8577.23515,8257.6355,319.59965,0,true,DEFAULT-,5.51947049998474E+018,0,3599226,312,559,559,0,0,0,159.7994166667,159.8002333333,2308.625453229,310,559
8648.4111833333,8305.694,342.7171833333,0,true,DEFAULT-,-5.70648509535936E+017,0,3724971,312,559,559,0,0,0,171.3581666667,171.3590166667,2317.0211831641,307,559
8668.2474666667,8319.2984833333,335.899,13.0499833333,true,DEFAULT-,-5.8140322747927E+018,0,3646595,312,559,559,0,0,0,167.9489833333,167.9500166667,2322.9625882641,310,559
8941.3104833333,8454.38475,486.9257333333,0,true,DEFAULT-,5.51947049998474E+018,0,3773508,312,559,559,0,0,0,243.46215,243.4635833333,2351.4420125449,302,559
8967.4503666667,8449.78995,517.6604166667,0,true,DEFAULT-,-5.70648509535936E+017,0,3636300,312,559,559,0,0,0,258.8295666667,258.83085,2353.3489592144,307,559
8932.8924666667,8469.37935,463.5131166667,0,true,DEFAULT-,-5.8140322747927E+018,0,3721681,312,559,559,0,0,0,231.75605,231.7570666667,2363.4141189693,304,559
,,,,,,,,,,,,,,,,,,,
8750.3171555556,8323.9681814815,424.8989759259,1.4499981481,0,0,-2.88403428114633E+017,0,3711910.22222222,312.3333333333,559.3333333333,559.3333333333,0,0,0,212.4489722222,212.4500037037,2313.5172242491,305.7777777778,559.3333333333
