cost,travel_time,tardiness,over_time,is_valid,scenario_id,random_seed,repetition,comp_time,num_vehicles,num_orders,num_accepted_orders,num_reauctions,num_unsuc_reauctions,num_failed_reauctions,pickup_tardiness,delivery_tardiness,travel_distance,moved_vehicles,num_delivered_orders
8753.4335833333,8544.7765,207.6946,0.9624833333,true,DEFAULT-,5.51947049998474E+018,0,3835893,313,560,560,0,0,0,103.8470833333,103.8475166667,2349.492341702,304,560
8981.6422333333,8662.30175,319.3404833333,0,true,DEFAULT-,-5.70648509535936E+017,0,3607374,313,560,560,0,0,0,159.6699333333,159.67055,2387.0473283462,307,560
8943.63545,8688.0775333333,255.5579166667,0,true,DEFAULT-,-5.8140322747927E+018,0,3607600,313,560,560,0,0,0,127.7787666667,127.77915,2387.8604093512,307,560
8948.4578833333,8700.1597,236.1357166667,12.1624666667,true,DEFAULT-,5.51947049998474E+018,0,3682065,312,559,559,0,0,0,118.0676833333,118.0680333333,2416.8859744271,311,559
8913.8322333333,8725.7817833333,188.05045,0,true,DEFAULT-,-5.70648509535936E+017,0,3688497,312,559,559,0,0,0,94.02495,94.0255,2424.1323456744,309,559
8929.6049333333,8718.2298833333,211.37505,0,true,DEFAULT-,-5.8140322747927E+018,0,3641251,312,559,559,0,0,0,105.6873833333,105.6876666667,2419.3993276881,309,559
9206.0177333333,8876.6346166667,328.5289666667,0.85415,true,DEFAULT-,5.51947049998474E+018,0,3689543,312,559,559,0,0,0,164.2638666667,164.2651,2461.747042598,308,559
9190.8392666667,8896.7187833333,293.3871666667,0.7333166667,true,DEFAULT-,-5.70648509535936E+017,0,3800125,312,559,559,0,0,0,146.6933166667,146.69385,2463.8511437324,308,559
9355.4216666667,9001.0357,354.3859666667,0,true,DEFAULT-,-5.8140322747927E+018,0,3828333,312,559,559,0,0,0,177.1926166667,177.19335,2502.5578734922,308,559
,,,,,,,,,,,,,,,,,,,
9024.7649981482,8757.0795833333,266.0507018519,1.634712963,0,0,-2.88403428114633E+017,0,3708964.55555556,312.3333333333,559.3333333333,559.3333333333,0,0,0,133.0250666667,133.0256351852,2423.6637541124,307.8888888889,559.3333333333
