cost,travel_time,tardiness,over_time,is_valid,scenario_id,random_seed,repetition,comp_time,num_vehicles,num_orders,num_accepted_orders,num_reauctions,num_unsuc_reauctions,num_failed_reauctions,pickup_tardiness,delivery_tardiness,travel_distance,moved_vehicles,num_delivered_orders
37631.1569,32573.78225,5057.37465,0.0,true,DEFAULT-,5519470499984739720,0,3511888,1251,2240,2240,31,5,1,2528.68415,2528.6905,9057.635189477578,1115,2240
37570.14468333333,32563.702316666666,5006.442366666667,0.0,true,DEFAULT-,-570648509535936272,0,3522772,1251,2240,2240,41,13,1,2500.522683333333,2505.9196833333335,9045.387114985086,1115,2240
38055.41871666667,32803.5429,5251.875816666667,0.0,true,DEFAULT-,5519470499984739720,0,3519360,1251,2239,2239,31,9,0,2620.5634833333334,2631.3123333333333,9075.872650989812,1131,2239
38479.897800000006,32915.8075,5564.0903,0.0,true,DEFAULT-,-570648509535936272,0,3522566,1251,2239,2239,46,11,0,2782.041616666667,2782.0486833333334,9103.797850067758,1122,2239
38321.060150000005,32881.069083333336,5439.9910666666665,0.0,true,DEFAULT-,-5814032274792701469,0,3529596,1251,2239,2239,42,9,0,2719.99185,2719.9992166666666,9091.0074674864,1132,2239
38320.20991666666,33067.2294,5252.9805166666665,0.0,true,DEFAULT-,5519470499984739720,0,3462348,1251,2239,2239,31,7,1,2625.9510666666665,2627.02945,9271.417275496611,1124,2239
38508.10818333334,33112.47896666667,5395.629216666666,0.0,true,DEFAULT-,-570648509535936272,0,3486810,1251,2239,2239,37,6,0,2697.2753333333335,2698.353883333333,9289.786227995108,1103,2239
