cost,travel_time,tardiness,over_time,is_valid,scenario_id,random_seed,repetition,comp_time,num_vehicles,num_orders,num_accepted_orders,num_reauctions,num_unsuc_reauctions,num_failed_reauctions,pickup_tardiness,delivery_tardiness,travel_distance,moved_vehicles,num_delivered_orders
33265.9643333333,31221.0175833333,2041.1092666667,3.8374833333,true,DEFAULT-,5.51947049998474E+018,0,4353491,1251,2240,2240,0,0,0,1020.5528833333,1020.5563833333,8784.0163073657,1220,2240
33483.54355,31331.7130333333,2151.8305166667,0,true,DEFAULT-,-5.70648509535936E+017,0,4228270,1251,2240,2240,0,0,0,1075.9133333333,1075.9171833333,8816.9950928652,1223,2240
33256.3474333333,31221.8341666667,2034.5132666667,0,true,DEFAULT-,-5.8140322747927E+018,0,4090102,1251,2240,2240,0,0,0,1017.25505,1017.2582166667,8787.6306262529,1220,2240
33634.4128166667,31586.0957833333,2047.3253833333,0.99165,true,DEFAULT-,5.51947049998474E+018,0,4083514,1251,2239,2239,0,0,0,1023.6605833333,1023.6648,8842.6998447698,1239,2239
33418.60385,31484.3814833333,1932.7432166667,1.47915,true,DEFAULT-,-5.70648509535936E+017,0,4156620,1251,2239,2239,0,0,0,966.3694,966.3738166667,8799.1512617506,1240,2239
33523.8355666667,31520.98115,2002.8544166667,0,true,DEFAULT-,-5.8140322747927E+018,0,4545450,1251,2239,2239,0,0,0,1001.4249666667,1001.42945,8820.3909212505,1239,2239
33850.0991666667,31812.3350166667,2037.76415,0,true,DEFAULT-,5.51947049998474E+018,0,4497694,1251,2239,2239,0,0,0,1018.8799,1018.88425,9025.5832651897,1214,2239
34260.7244,32032.6036166667,2228.1207833333,0,true,DEFAULT-,-5.70648509535936E+017,0,3919198,1251,2239,2239,0,0,0,1114.05785,1114.0629333333,9071.2627145933,1222,2239
34354.25595,32042.5362833333,2306.1197333333,5.5999333333,true,DEFAULT-,-5.8140322747927E+018,0,4138412,1251,2239,2239,0,0,0,1153.0577833333,1153.06195,9081.5270339818,1222,2239
,,,,,,,,,,,,,,,,,,,
33671.9763407407,31583.722012963,2086.9311925926,1.3231351852,0,0,-2.88403428114633E+017,0,4223639,1251,2239.3333333333,2239.3333333333,0,0,0,1043.4635277778,1043.4676648148,8892.1396742244,1226.5555555556,2239.3333333333
