cost,travel_time,tardiness,over_time,is_valid,scenario_id,random_seed,repetition,comp_time,num_vehicles,num_orders,num_accepted_orders,num_reauctions,num_unsuc_reauctions,num_failed_reauctions,pickup_tardiness,delivery_tardiness,travel_distance,moved_vehicles,num_delivered_orders
31611.5901833333,30817.04205,794.5481333333,0,true,DEFAULT-,5.51947049998474E+018,0,2542098,1251,2240,2240,30,8,2,397.2738,397.2743333333,8647.2178398834,1120,2240
31546.75735,30811.67495,733.0115833333,2.0708166667,true,DEFAULT-,-5.70648509535936E+017,0,2546878,1251,2240,2240,25,6,0,366.5054,366.5061833333,8651.7735639744,1118,2240
31446.8461666667,30778.5161333333,668.3300333333,0,true,DEFAULT-,-5.8140322747927E+018,0,2538453,1251,2240,2240,20,4,0,334.1647333333,334.1653,8639.0777209752,1116,2240
32244.4404666667,31222.5209166667,1021.91955,0,true,DEFAULT-,5.51947049998474E+018,0,2578155,1251,2239,2239,32,9,1,510.9593,510.96025,8719.7107770606,1126,2239
32087.0516833333,31171.7046666667,915.3470166667,0,true,DEFAULT-,-5.70648509535936E+017,0,2567214,1251,2239,2239,34,9,1,457.6731166667,457.6739,8698.6550030597,1112,2239
32058.8428166667,31160.26965,890.38985,8.1833166667,true,DEFAULT-,-5.8140322747927E+018,0,2570844,1251,2239,2239,31,4,2,445.19445,445.1954,8701.3778870624,1115,2239
32131.7320666667,31435.0797333333,696.6523333333,0,true,DEFAULT-,5.51947049998474E+018,0,2499025,1251,2239,2239,31,5,0,337.0761333333,359.5762,8891.2011034978,1087,2239
32011.7393166667,31393.9058166667,616.06685,1.76665,true,DEFAULT-,-5.70648509535936E+017,0,2497073,1251,2239,2239,31,3,0,296.7834833333,319.2833666667,8880.6464339969,1100,2239
31909.0933833333,31385.6237333333,523.46965,0,true,DEFAULT-,-5.8140322747927E+018,0,2500204,1251,2239,2239,31,4,1,261.7346166667,261.7350333333,8872.514655496,1095,2239
,,,,,,,,,,,,,,,,,,,
31894.2326037037,31130.7041833333,762.1927777778,1.3356425926,0,0,-2.88403428114633E+017,0,2537771.55555556,1251,2239.3333333333,2239.3333333333,29.4444444444,5.7777777778,0.7777777778,378.5961148148,383.596662963,8744.6861094451,1109.8888888889,2239.3333333333
