cost,travel_time,tardiness,over_time,is_valid,scenario_id,random_seed,repetition,comp_time,num_vehicles,num_orders,num_accepted_orders,num_reauctions,num_unsuc_reauctions,num_failed_reauctions,pickup_tardiness,delivery_tardiness,travel_distance,moved_vehicles,num_delivered_orders
23704.2179666667,20972.4217666667,2731.7962,0,true,DEFAULT-,5.51947049998474E+018,0,4114218,626,1120,1120,0,0,0,1853.7113666667,878.0848333333,5514.4332371436,623,1120
23939.1323333333,21131.0161,2792.46625,15.6499833333,true,DEFAULT-,-5.70648509535936E+017,0,4148423,626,1120,1120,0,0,0,1829.2923,963.17395,5590.1880122298,626,1120
22983.7056166667,20596.2447333333,2376.2234,11.2374833333,true,DEFAULT-,-5.8140322747927E+018,0,4284871,626,1120,1120,0,0,0,1482.1680333333,894.0553666667,5449.9914598326,625,1120
23526.4881166667,21026.7732666667,2499.71485,0,true,DEFAULT-,5.51947049998474E+018,0,4185195,625,1119,1119,0,0,0,1711.94,787.77485,5571.1585986614,625,1119
23154.5201166667,20751.7297333333,2402.7903833333,0,true,DEFAULT-,-5.70648509535936E+017,0,4250180,625,1119,1119,0,0,0,1558.7361333333,844.05425,5508.706570826,625,1119
23660.5826833333,21067.5202333333,2580.4083,12.65415,true,DEFAULT-,-5.8140322747927E+018,0,4186474,625,1119,1119,0,0,0,1715.71055,864.69775,5621.4666398012,625,1119
23714.8504666667,21129.0217666667,2584.21205,1.61665,true,DEFAULT-,5.51947049998474E+018,0,4117503,625,1119,1119,0,0,0,1764.3046833333,819.9073666667,5622.6467825656,625,1119
24182.0396333333,21447.4831333333,2734.5565,0,true,DEFAULT-,-5.70648509535936E+017,0,4501443,625,1119,1119,0,0,0,1818.3575166667,916.1989833333,5705.0112438437,623,1119
23499.0081833333,21049.53615,2449.4720333333,0,true,DEFAULT-,-5.8140322747927E+018,0,4272081,625,1119,1119,0,0,0,1594.1974666667,855.2745666667,5612.2618100737,623,1119
,,,,,,,,,,,,,,,,,,,
23596.0605685185,21019.082987037,2572.4044407407,4.5731407407,0,0,-2.88403428114633E+017,0,4228932,625.3333333333,1119.3333333333,1119.3333333333,0,0,0,1703.1575611111,869.2468796296,5577.3182616642,624.4444444444,1119.3333333333
