cost,travel_time,tardiness,over_time,is_valid,scenario_id,random_seed,repetition,comp_time,num_vehicles,num_orders,num_accepted_orders,num_reauctions,num_unsuc_reauctions,num_failed_reauctions,pickup_tardiness,delivery_tardiness,travel_distance,moved_vehicles,num_delivered_orders
12018.5632333333,11933.3628333333,85.2004,0,true,DEFAULT-,5.51947049998474E+018,0,1268800,626,1120,1120,82,57,0,36.60805,48.59235,3266.9294859998,488,1120
12202.96655,12004.4770833333,198.4894666667,0,true,DEFAULT-,-5.70648509535936E+017,0,1165129,626,1120,1120,83,54,0,105.7979333333,92.6915333333,3296.3663109996,487,1120
12137.8478833333,11973.5133333333,164.33455,0,true,DEFAULT-,-5.8140322747927E+018,0,1282127,626,1120,1120,82,56,0,63.2693,101.06525,3274.568762,482,1120
12030.29225,11975.0911833333,55.2010666667,0,true,DEFAULT-,-5.70648509535936E+017,0,1336228,625,1119,1119,80,59,1,31.5255166667,23.67555,3277.9879788024,493,1119
12115.5816333333,12022.887,92.6946333333,0,true,DEFAULT-,-5.8140322747927E+018,0,1322765,625,1119,1119,74,56,0,47.1176166667,45.5770166667,3291.6152330014,488,1119
12297.5641333333,12171.3051,126.2590333333,0,true,DEFAULT-,5.51947049998474E+018,0,1490084,625,1119,1119,90,69,0,57.7568,68.5022333333,3334.9013484968,486,1119
12216.7563666667,12139.727,77.0293666667,0,true,DEFAULT-,-5.8140322747927E+018,0,1376949,625,1119,1119,78,61,0,51.0450333333,25.9843333333,3337.0349175025,483,1119
12116.0148166667,12017.23365,98.7811666667,0,true,DEFAULT-,5.51947049998474E+018,0,1206646,625,1119,1119,84,64,0,51.4452666667,47.3359,3279.8985120011,489,1119
12377.8203833333,12301.67695,76.1434333333,0,true,DEFAULT-,-5.70648509535936E+017,0,1482588,625,1119,1119,85,60,1,40.29795,35.8454833333,3369.3842925019,485,1119
,,,,,,,,,,,,,,,,,,,
12168.1563611111,12059.9193481481,108.237012963,0,0,0,-2.88403428114633E+017,0,1325701.77777778,625.3333333333,1119.3333333333,1119.3333333333,82,59.5555555556,0.2222222222,53.8737185185,54.3632944444,3303.1874268117,486.7777777778,1119.3333333333
