problem-class,instance,config,random-seed,repetition,rt-tick-infos,avg-interarrival-time,rt-count,st-count
DEFAULT,,Central_noRidesharing_anounceTime=3_aFilter=20_bFilter=5,5519470499984739720,0,15639,250000031,15651,5567
DEFAULT,,Central_noRidesharing_anounceTime=3_aFilter=20_bFilter=5,-570648509535936272,0,15103,250000036,15115,5950
DEFAULT,,Central_noRidesharing_anounceTime=3_aFilter=20_bFilter=5,-5814032274792701469,0,14665,250000048,14679,7253
