cost,travel_time,tardiness,over_time,is_valid,scenario_id,random_seed,repetition,comp_time,num_vehicles,num_orders,num_accepted_orders,num_reauctions,num_unsuc_reauctions,num_failed_reauctions,pickup_tardiness,delivery_tardiness,travel_distance,moved_vehicles,num_delivered_orders
28618.903133333333,26425.692816666666,2193.2103166666666,0.0,true,DEFAULT-,5519470499984739720,0,2789681,1251,2240,2240,93,52,2,1418.7833166666667,774.427,7288.198958778004,1024,2240
28447.329833333337,26178.50506666667,2268.8247666666666,0.0,true,DEFAULT-,-570648509535936272,0,2688267,1251,2240,2240,110,51,3,1470.5817833333333,798.2429833333333,7240.60844198068,1019,2240
27519.368433333337,25672.59615,1838.5181333333333,8.25415,true,DEFAULT-,-5814032274792701469,0,2605968,1251,2240,2240,105,53,3,1200.1635166666667,638.3546166666666,7107.245673089361,1008,2240
28196.776466666666,26243.476483333332,1945.075,8.224983333333334,true,DEFAULT-,5519470499984739720,0,2573715,1251,2239,2239,119,69,1,1267.91675,677.15825,7284.226779478114,992,2239
28141.203433333332,26238.0105,1903.1929333333333,0.0,true,DEFAULT-,-570648509535936272,0,2563779,1251,2239,2239,114,66,1,1261.4975166666666,641.6954166666667,7269.565887479032,989,2239
28301.0173,26269.44875,2031.56855,0.0,true,DEFAULT-,-5814032274792701469,0,2572848,1251,2239,2239,123,71,1,1298.0866333333333,733.4819166666666,7279.632225477563,985,2239
