problem-class,instance,config,random-seed,repetition,rt-tick-infos,avg-interarrival-time,rt-count,st-count
DEFAULT,,Central_noRidesharing_aFilter=5_bFilter=-1,5519470499984739720,0,17299,249999995,17300,7605
DEFAULT,,Central_noRidesharing_aFilter=5_bFilter=-1,-570648509535936272,0,17120,249999306,17121,7765
DEFAULT,,Central_noRidesharing_aFilter=5_bFilter=-1,-5814032274792701469,0,17311,249999992,17312,7276
