cost,travel_time,tardiness,over_time,is_valid,scenario_id,random_seed,repetition,comp_time,num_vehicles,num_orders,num_accepted_orders,num_reauctions,num_unsuc_reauctions,num_failed_reauctions,pickup_tardiness,delivery_tardiness,travel_distance,moved_vehicles,num_delivered_orders
6534.0067333333,6471.5271833333,62.47955,0,true,DEFAULT-,5.51947049998474E+018,0,465830,313,560,560,19,15,0,32.9102,29.56935,1780.5924960018,255,560
6542.3153,6478.7125333333,63.6027666667,0,true,DEFAULT-,-5.70648509535936E+017,0,470785,313,560,560,26,19,0,33.6675333333,29.9352333333,1781.2711850019,256,560
6543.3797,6481.7149,61.6648,0,true,DEFAULT-,-5.8140322747927E+018,0,467323,313,560,560,23,18,0,33.6039,28.0609,1782.3939370018,256,560
6668.3287833333,6611.7434666667,54.3603333333,2.2249833333,true,DEFAULT-,5.51947049998474E+018,0,493856,312,559,559,25,15,0,28.4403166667,25.9200166667,1826.6391800012,259,559
6648.3211333333,6612.05055,34.0456,2.2249833333,true,DEFAULT-,-5.70648509535936E+017,0,500551,312,559,559,23,13,0,20.9852833333,13.0603166667,1823.7684710009,260,559
6646.9916333333,6606.4269833333,38.3396666667,2.2249833333,true,DEFAULT-,-5.8140322747927E+018,0,504372,312,559,559,25,16,0,22.25315,16.0865166667,1823.232764001,260,559
6708.5723833333,6655.2932666667,53.2791166667,0,true,DEFAULT-,5.51947049998474E+018,0,512131,312,559,559,24,20,0,33.7242166667,19.5549,1836.5121309998,260,559
6712.86995,6658.6800833333,54.1898666667,0,true,DEFAULT-,-5.70648509535936E+017,0,499033,312,559,559,23,19,0,34.7801166667,19.40975,1837.5453039998,261,559
6698.1078,6644.4151333333,53.6926666667,0,true,DEFAULT-,-5.8140322747927E+018,0,534590,312,559,559,26,22,0,33.5774,20.1152666667,1834.0990269998,263,559
,,,,,,,,,,,,,,,,,,,
6633.6548240741,6580.0626777778,52.8504851852,0.7416611111,0,0,-2.88403428114633E+017,0,494274.555555556,312.3333333333,559.3333333333,559.3333333333,23.7777777778,17.4444444444,0,30.438012963,22.4124722222,1814.0060550009,258.8888888889,559.3333333333
