cost,travel_time,tardiness,over_time,is_valid,scenario_id,random_seed,repetition,comp_time,num_vehicles,num_orders,num_accepted_orders,num_reauctions,num_unsuc_reauctions,num_failed_reauctions,pickup_tardiness,delivery_tardiness,travel_distance,moved_vehicles,num_delivered_orders
6534.006733333334,6471.527183333334,62.47955,0.0,true,DEFAULT-,5519470499984739720,0,465830,313,560,560,19,15,0,32.9102,29.56935,1780.5924960017742,255,560
