problem-class,instance,config,random-seed,repetition,rt-tick-infos,avg-interarrival-time,rt-count,st-count
DEFAULT,,Central_noRidesharing_AT3_aFilter=10_bFilter=-1,5519470499984739720,0,15690,249999991,15691,6202
DEFAULT,,Central_noRidesharing_AT3_aFilter=10_bFilter=-1,-570648509535936272,0,15562,249999992,15563,5901
DEFAULT,,Central_noRidesharing_AT3_aFilter=10_bFilter=-1,-5814032274792701469,0,15774,249999219,15775,6209
