cost,travel_time,tardiness,over_time,is_valid,scenario_id,random_seed,repetition,comp_time,num_vehicles,num_orders,num_accepted_orders,num_reauctions,num_unsuc_reauctions,num_failed_reauctions,pickup_tardiness,delivery_tardiness,travel_distance,moved_vehicles,num_delivered_orders
17967.14,17452.2855833333,514.51695,0.3374666667,true,DEFAULT-,5.51947049998474E+018,0,4054724,626,1120,1120,0,0,0,257.2579166667,257.2590333333,4794.0231866161,613,1120
17712.46025,17258.7121166667,453.7481333333,0,true,DEFAULT-,-5.70648509535936E+017,0,3970338,626,1120,1120,0,0,0,226.8733333333,226.8748,4747.1826884413,617,1120
17938.9489166667,17397.7427333333,541.2061833333,0,true,DEFAULT-,-5.8140322747927E+018,0,3919803,626,1120,1120,0,0,0,270.60275,270.6034333333,4768.530022437,618,1120
18133.2354833333,17548.34775,584.8877333333,0,true,DEFAULT-,5.51947049998474E+018,0,4162908,625,1119,1119,0,0,0,292.4433833333,292.44435,4876.5500759322,619,1119
17915.5574,17427.8232833333,472.0758166667,15.6583,true,DEFAULT-,-5.70648509535936E+017,0,3979259,625,1119,1119,0,0,0,236.0372833333,236.0385333333,4839.9333546055,622,1119
18152.5337833333,17582.8953333333,569.63845,0,true,DEFAULT-,-5.8140322747927E+018,0,4140378,625,1119,1119,0,0,0,284.8185666667,284.8198833333,4879.9410269403,623,1119
18129.6697166667,17610.5655166667,519.1042,0,true,DEFAULT-,5.51947049998474E+018,0,4035936,625,1119,1119,0,0,0,259.5513333333,259.5528666667,4890.0197685227,618,1119
18349.6089333333,17793.6200666667,528.9972166667,26.99165,true,DEFAULT-,-5.70648509535936E+017,0,4136784,625,1119,1119,0,0,0,264.4977666667,264.49945,4932.2302091973,618,1119
18242.1083666667,17689.4745166667,552.63385,0,true,DEFAULT-,-5.8140322747927E+018,0,4102363,625,1119,1119,0,0,0,276.3160333333,276.3178166667,4904.8478447472,621,1119
,,,,,,,,,,,,,,,,,,,
18060.1403166667,17529.0518777778,526.3120592593,4.7763796296,0,0,-2.88403428114633E+017,0,4055832.55555556,625.3333333333,1119.3333333333,1119.3333333333,0,0,0,263.1553740741,263.1566851852,4848.1397974933,618.7777777778,1119.3333333333
